"ticket_id","ticket_name","full_thread_text"
"21094199","Request to Confirm or Reset FileZilla Credentials","[2026-03-20 07:39 | Sreya Johny] Customer Added a Review on this ticket"
"21049141","final bill reports","[2026-02-25 02:56 | Megan Stiffey] Good morning, I am looking to generate a report for all the final bills that were created in the span of a billing period. Would you be able to help me with this? Megan Stiffey Customer Service Email: mstiffey@columbiawater.net Columbia Water Company P.O. Box 350 Columbia, PA 17512

[2026-02-25 03:58 | Tony Williams] Megan, You can get a report from Customer BI that will show accounts with the Final Bill status, but that's not by a date range; it's showing what is currently the billing status on those accounts at the moment you pull it up in BI. To get what you are looking for, we'd have to engage with our Development team to create a custom report. Would you like to proceed with that? - Tony

[2026-02-25 04:43 | Megan Stiffey] Not at this time. Megan Stiffey Customer Service Email: mstiffey@columbiawater.net Columbia Water Company P.O. Box 350 Columbia, PA 17512

[2026-02-25 05:33 | Tony Williams] You're welcome!"
"21049113","Utility bills","[2026-02-25 02:50 | Tricia Kuszak] I don""t think the ACH payments posted to the customers accounts. When I ran bills it appears that it did not. Is there possibly a step I forgot?

[2026-02-25 03:14 | Mitch Dahl] You could spot check a few bank pay customers in Customer Lookup on the History tab and see if a payment shows up or not. If not, then do the ACH Pay from UB-Processing-Enter Payments. After that, re-compute the bank pay customers in Compute Charges with the OK to calculate printed bills checkbox checked, but only for the ACH customers. Finally print the bills for those customers again.

[2026-02-25 03:33 | Emelia De Smet-Bacon] Tricia, We recommend spot checking a few customers to see if their payment shows on their account. You can look via Customer Lookup on the History tab for a payment. If you don't see those payments, you might've missed the second step. Remember when you process ACH payments created with PowerManager's ACH File, you must post the payments on the account after sending the file to the bank. You post those payments by going to UB --> Processing --> Enter Payments, click the ACH Pay button, select the ACH file, and click Ok. After that, re-compute the bank pay customers in Compute Charges with the OK to calculate printed bills checkbox checked, but only for the ACH customers. Finally print the bills for those customers again.

[2026-02-25 04:56 | Tricia Kuszak] Tricia Kuszak Deputy Clerk City of Loup City"
"21048977","Print Bill Alignment Post Card 41","[2026-02-25 02:16 | Ruth Winters] I worked with someone a couple of years ago to get our post card bill alignment adjusted. I don’t remember who that was. It is now off again and needs adjusting. I used to be able to do this myself with crystal reports, but that option was disabled a while back. I need to print bills and the alignment is off just enough the amounts are not readable. Can someone help with this. Ruth Winters

[2026-02-26 02:43 | Ruth Winters] Please see attached example of the issue with printing we are having. I believe the person I worked with was Michael? , but not sure if I remember the name correctly. He also saved the corrected data to our system in case we needed it again. I do not know how to update the information.

[2026-02-26 05:43 | Lisa Ward] Fixed crystal report to align with card stock, then replaced the files on their computers. Correct report is attached

[2026-02-26 06:53 | cust] Customer Added a Review on this ticket"
"21048935","James Boyd is unable to get in","[2026-02-25 02:08 | Kendra Day] Hello James Boyd is unable to get log in, can you please assist?

[2026-02-25 03:13 | Sachin Yadav] Hi Kendra, This has been taken care of. Sachin"
"21048720","Water Bills","[2026-02-25 01:10 | Michelle Roach] Water bills did not print gallons used on them and they are showing a past due amount for customers that do not have a past due. I have customers calling.

[2026-02-25 01:46 | Emelia De Smet-Bacon] Good morning Michelle, Can you please send an example of a bill that shows a past due amount that shouldn't be there? Can you also please send a screenshot of that customer's account history and balance?

[2026-02-25 02:37 | Michelle Roach] This is one but I believe it happened to mostly all of them. Michelle Roach Deputy Clerk City of Tekamah (402)374-2521

[2026-02-25 02:49 | Emelia De Smet-Bacon] Can you also please send a screenshot of that customer's account history from Customer Lookup and their account balance?

[2026-02-25 03:29 | Michelle Roach] Michelle Roach Deputy Clerk City of Tekamah (402)374-2521

[2026-02-25 03:38 | Mitch Dahl] This is usually associated with the rate setup in the Add To # column. The usage component is probably adding to something for which there is no charge. Typically the Add To # for the usage component is blank and other components add to it.

[2026-02-25 04:06 | Emelia De Smet-Bacon] Met with Michelle. Changed the Add To setup per Mitch. Previewed a bill and it's corrected now. Also confirmed the programming change we did to their bill for the late fee is correct.

[2026-02-25 05:07 | Michelle Roach] Some customers have the 2/20/26 bill on the right side and some do not. Why is this? Michelle Roach Deputy Clerk City of Tekamah (402)374-2521

[2026-02-25 08:15 | Emelia De Smet-Bacon] Hi Michelle, Did you know if Bev Hansen had a bill printed at all?

[2026-02-25 08:25 | Michelle Roach] Michelle Roach Deputy Clerk City of Tekamah (402)374-2521

[2026-02-25 08:37 | Emelia De Smet-Bacon] I'm glad to see it did print a bill for her. Are there many accounts that are like this? It'd be good to double check the bill printing setup. If you go to UB --> Processing --> Print Bills --> Setup. Under the PDF Archive Files we should see both options checked (create pdf archive files AND create pdf archive files when reprinting). In the PDF archive file template, we should see Use the following template and your bill selected in the drop down field.

[2026-02-26 01:05 | Michelle Roach] Yes there are quite a few like this. Also we didn’t talk about the dates on the bills. They read 1/20-2/20. Do I manually change this and where? Michelle Roach Deputy Clerk City of Tekamah (402)374-2521

[2026-02-26 01:22 | Emelia De Smet-Bacon] If the pdf archive checkboxes weren't checked in setup, it's possible that's why some customers don't have the record. I think as long as you can still access the bill information, it is ok. Make sure to double check those bill printing settings and if it continues to happen, we can try to see what else might be causing the issue. As for the dates, those are correct. If I remember correctly, your last charges date or bill printing date in January was 1/20. So the bill is recording the correct service from service to dates based on the date those previous transactions were generated.
